date,total_pilgrims
2022-08-04,62351
2022-08-05,65939
2022-08-06,79525
2022-08-07,81903
2022-08-08,74830
2022-08-09,77277
2022-08-10,74497
2022-08-11,63754
2022-08-12,64079
2022-08-13,83422
2022-08-14,92328
2022-08-15,87692
2022-08-16,72851
2022-08-17,83880
2022-08-18,70674
2022-08-19,64438
2022-08-20,79836
2022-08-21,81523
2022-08-22,72804
2022-08-23,68467
2022-08-24,74748
2022-08-25,68128
2022-08-26,69012
2022-08-27,80312
2022-08-28,74297
2022-08-29,67950
2022-08-30,64336
2022-08-31,66086
2022-09-01,63332
2022-09-02,67525
2022-09-03,79833
2022-09-04,71158
2022-09-05,67843
2022-09-06,70328
2022-09-07,69115
2022-09-08,65470
2022-09-09,64292
2022-09-10,80741
2022-09-11,86793
2022-09-12,74231
2022-09-13,75175
2022-09-14,72540
2022-09-15,65634
2022-09-16,67425
2022-09-17,82392
2022-09-18,88924
2022-09-19,67276
2022-09-20,73186
2022-09-21,74817
2022-09-22,65187
2022-09-23,65158
2022-09-24,77855
2022-09-25,69650
2022-09-26,52682
2022-09-27,51308
2022-09-28,64823
2022-09-29,61879
2022-09-30,75382
2022-10-01,81318
2022-10-02,82463
2022-10-03,82815
2022-10-04,68539
2022-10-05,63579
2022-10-06,72195
2022-10-07,70007
2022-10-08,81034
2022-10-09,86188
2022-10-10,83223
2022-10-11,77956
2022-10-12,79370
2022-10-13,72216
2022-10-14,68675
2022-10-15,81535
2022-10-16,84794
2022-10-17,70067
2022-10-18,73420
2022-10-19,72243
2022-10-20,62725
2022-10-21,62203
2022-10-22,78299
2022-10-23,80565
2022-10-24,69278
2022-10-25,25549
2022-10-26,71689
2022-10-27,67439
2022-10-28,63512
2022-10-29,84878
2022-10-30,85131
2022-10-31,70560
2022-11-01,72176
2022-11-02,68995
2022-11-03,70263
2022-11-04,63670
2022-11-05,82604
2022-11-06,84211
2022-11-07,74094
2022-11-08,22423
2022-11-09,66946
2022-11-10,61304
2022-11-11,57104
2022-11-12,73323
2022-11-13,81130
2022-11-14,69814
2022-11-15,71461
2022-11-16,74412
2022-11-17,65062
2022-11-18,60861
2022-11-19,79471
2022-11-20,80294
2022-11-21,70163
2022-11-22,69587
2022-11-23,74354
2022-11-24,66072
2022-11-25,60157
2022-11-26,76681
2022-11-27,73831
2022-11-28,67468
2022-11-29,69211
2022-11-30,69640
2022-12-01,65568
2022-12-02,64586
2022-12-03,63931
2022-12-04,80001
2022-12-05,66020
2022-12-06,64162
2022-12-07,51376
2022-12-08,54609
2022-12-09,57581
2022-12-10,69383
2022-12-11,72466
2022-12-12,65466
2022-12-13,63214
2022-12-14,59752
2022-12-15,63549
2022-12-16,48928
2022-12-17,64107
2022-12-18,75611
2022-12-19,63759
2022-12-20,63366
2022-12-21,68469
2022-12-22,63145
2022-12-23,62055
2022-12-24,71528
2022-12-25,70373
2022-12-26,62152
2022-12-27,70496
2022-12-28,71299
2022-12-29,67156
2022-12-30,63253
2022-12-31,78460
2023-01-01,78460
2023-01-02,69414
2023-01-03,71924
2023-01-04,61116
2023-01-05,47781
2023-01-06,45887
2023-01-07,62856
2023-01-08,67169
2023-01-09,56003
2023-01-10,58184
2023-01-11,68855
2023-01-12,68354
2023-01-13,68354
2023-01-14,73394
2023-01-15,76307
2023-01-16,69804
2023-01-17,74236
2023-01-18,76229
2023-01-19,67511
2023-01-21,78158
2023-01-22,72998
2023-01-23,70413
2023-01-24,69221
2023-01-25,67493
2023-01-26,58379
2023-01-27,59695
2023-01-28,80094
2023-01-29,78639
2023-01-30,74242
2023-01-31,60939
2023-02-01,61368
2023-02-02,60609
2023-02-03,57147
2023-02-04,72226
2023-02-05,78340
2023-02-06,71496
2023-02-07,65297
2023-02-08,63315
2023-02-09,59090
2023-02-10,57702
2023-02-11,75728
2023-02-12,80969
2023-02-13,71434
2023-02-14,70789
2023-02-15,66033
2023-02-16,54469
2023-02-17,65633
2023-02-18,71350
2023-02-19,79555
2023-02-20,61374
2023-02-21,53755
2023-02-22,62101
2023-02-23,57737
2023-02-24,61265
2023-02-25,76736
2023-02-26,81170
2023-02-27,71387
2023-02-28,59392
2023-03-01,60931
2023-03-02,60682
2023-03-03,58137
2023-03-04,77522
2023-03-05,74994
2023-03-06,65613
2023-03-07,59751
2023-03-08,61921
2023-03-09,58494
2023-03-10,63443
2023-03-11,79561
2023-03-12,81458
2023-03-13,68365
2023-03-14,63285
2023-03-15,63535
2023-03-16,59776
2023-03-17,62938
2023-03-18,75452
2023-03-19,81700
2023-03-20,62824
2023-03-21,57559
2023-03-22,53146
2023-03-23,58955
2023-03-24,63507
2023-03-25,77856
2023-03-26,79415
2023-03-27,67886
2023-03-28,70605
2023-03-29,64754
2023-03-30,60699
2023-03-31,61425
2023-04-01,75510
2023-04-02,82398
2023-04-03,70086
2023-04-04,70497
2023-04-05,73208
2023-04-06,60101
2023-04-07,71782
2023-04-08,85450
2023-04-09,86129
2023-04-10,69781
2023-04-11,65314
2023-04-12,63244
2023-04-13,67687
2023-04-14,66310
2023-04-15,81305
2023-04-16,76201
2023-04-17,67828
2023-04-18,66476
2023-04-19,61050
2023-04-20,56680
2023-04-21,57354
2023-04-22,72631
2023-04-23,74873
2023-04-24,63870
2023-04-25,62971
2023-04-26,63382
2023-04-27,65910
2023-04-28,59071
2023-04-29,75652
2023-04-30,82582
2023-05-01,81183
2023-05-02,75789
2023-05-03,68953
2023-05-04,64707
2023-05-05,59849
2023-05-06,76392
2023-05-07,74876
2023-05-08,65904
2023-05-09,65237
2023-05-10,61510
2023-05-11,67853
2023-05-12,71763
2023-05-13,87007
2023-05-14,87022
2023-05-15,70366
2023-05-16,77436
2023-05-17,79207
2023-05-18,66820
2023-05-19,81833
2023-05-20,85297
2023-05-21,84539
2023-05-22,78349
2023-05-23,75875
2023-05-24,74995
2023-05-25,74583
2023-05-26,79486
2023-05-27,88604
2023-05-28,88604
2023-05-29,78126
2023-05-30,75871
2023-05-31,80284
2023-06-01,62407
2023-06-02,76963
2023-06-03,85366
2023-06-04,87434
2023-06-05,79974
2023-06-06,78030
2023-06-07,75229
2023-06-08,70160
2023-06-09,74502
2023-06-10,88626
2023-06-11,92238
2023-06-12,79087
2023-06-13,75227
2023-06-14,78487
2023-06-16,72299
2023-06-17,87762
2023-06-18,86181
2023-06-19,69879
2023-06-20,71935
2023-06-21,77120
2023-06-22,67294
2023-06-23,72304
2023-06-24,83889
2023-06-25,87407
2023-06-26,73156
2023-06-27,69143
2023-06-28,71615
2023-06-29,62005
2023-06-30,73572
2023-07-01,82999
2023-07-02,82999
2023-07-03,66077
2023-07-04,76254
2023-07-05,77299
2023-07-06,66977
2023-07-07,69483
2023-07-08,86781
2023-07-09,88836
2023-07-10,64347
2023-07-11,67271
2023-07-12,72664
2023-07-13,67300
2023-07-14,71472
2023-07-15,87171
2023-07-16,86170
2023-07-17,71894
2023-07-18,64003
2023-07-19,74024
2023-07-20,63628
2023-07-21,71721
2023-07-22,84430
2023-07-23,87792
2023-07-24,73796
2023-07-25,73137
2023-07-26,74268
2023-07-27,63932
2023-07-28,69378
2023-07-29,78115
2023-07-30,85258
2023-07-31,68601
2023-08-01,67728
2023-08-02,69365
2023-08-03,59898
2023-08-04,69270
2023-08-05,81472
2023-08-06,83856
2023-08-07,69733
2023-08-08,73879
2023-08-09,75594
2023-08-10,57443
2023-08-11,72158
2023-08-12,82265
2023-08-13,84401
2023-08-14,74617
2023-08-15,78726
2023-08-16,75776
2023-08-17,64695
2023-08-18,61904
2023-08-19,79242
2023-08-20,79444
2023-08-21,69909
2023-08-22,72695
2023-08-23,71122
2023-08-24,67308
2023-08-25,69529
2023-08-26,71073
2023-08-27,71073
2023-08-28,68263
2023-08-29,64214
2023-08-30,71132
2023-08-31,59808
2023-09-01,67193
2023-09-02,81655
2023-09-03,81459
2023-09-04,76555
2023-09-05,71946
2023-09-06,75804
2023-09-07,58855
2023-09-08,68201
2023-09-09,78557
2023-09-10,84449
2023-09-11,66199
2023-09-12,70055
2023-09-13,75059
2023-09-14,61296
2023-09-15,62357
2023-09-16,66590
2023-09-17,77441
2023-09-18,62745
2023-09-19,67267
2023-09-20,64277
2023-09-21,66462
2023-09-22,72650
2023-09-23,74884
2023-09-24,66598
2023-09-25,72137
2023-09-26,55747
2023-09-27,66336
2023-09-28,54620
2023-09-29,66233
2023-09-30,87081
2023-10-01,88623
2023-10-02,80551
2023-10-03,79365
2023-10-04,76526
2023-10-05,68558
2023-10-06,72104
2023-10-07,72309
2023-10-08,70515
2023-10-09,68828
2023-10-10,71361
2023-10-11,72230
2023-10-12,65937
2023-10-13,59304
2023-10-14,67785
2023-10-15,60659
2023-10-16,73859
2023-10-17,72123
2023-10-18,68763
2023-10-19,66757
2023-10-20,69821
2023-10-21,65422
2023-10-22,77187
2023-10-23,79693
2023-10-24,71037
2023-10-25,65422
2023-10-26,62055
2023-10-27,63404
2023-10-28,47531
2023-10-29,85497
2023-10-30,69654
2023-10-31,62269
2023-11-01,63710
2023-11-02,59335
2023-11-03,66048
2023-11-04,70250
2023-11-05,78389
2023-11-06,66312
2023-11-07,61640
2023-11-08,58157
2023-11-09,56723
2023-11-10,56978
2023-11-11,71490
2023-11-12,74807
2023-11-13,70902
2023-11-14,69041
2023-11-15,71123
2023-11-16,62494
2023-11-17,67140
2023-11-18,70686
2023-11-19,79800
2023-11-20,67198
2023-11-21,69981
2023-11-22,65891
2023-11-23,45503
2023-11-24,74843
2023-11-25,68179
2023-11-26,70350
2023-11-27,58176
2023-11-28,58874
2023-11-29,61403
2023-11-30,58278
2023-12-01,56950
2023-12-02,66162
2023-12-03,70349
2023-12-04,55909
2023-12-05,44547
2023-12-06,45275
2023-12-07,56344
2023-12-08,54323
2023-12-09,68769
2023-12-10,73091
2023-12-11,64882
2023-12-12,63021
2023-12-13,60928
2023-12-14,56049
2023-12-15,71037
2023-12-16,59734
2023-12-17,74845
2023-12-18,61499
2023-12-19,64040
2023-12-20,67043
2023-12-21,59868
2023-12-22,40638
2023-12-23,67906
2023-12-24,63519
2023-12-25,69294
2023-12-26,71488
2023-12-27,65361
2023-12-28,58415
2023-12-29,56200
2023-12-30,63728
2023-12-31,64665
2024-01-01,63358
2024-01-02,73712
2024-01-03,65514
2024-01-04,59522
2024-01-05,57411
2024-01-06,68793
2024-01-07,76058
2024-01-08,61511
2024-01-09,65901
2024-01-10,62499
2024-01-11,53055
2024-01-12,56588
2024-01-13,65962
2024-01-14,86107
2024-01-15,80964
2024-01-16,73016
2024-01-17,72263
2024-01-18,62649
2024-01-19,69874
2024-01-20,76041
2024-01-21,77334
2024-01-22,67568
2024-01-23,63665
2024-01-24,65991
2024-01-25,54105
2024-01-26,71664
2024-01-27,76104
2024-01-28,85142
2024-01-29,71082
2024-01-30,61135
2024-01-31,64635
2024-02-01,57223
2024-02-02,58842
2024-02-03,69232
2024-02-04,70679
2024-02-05,64512
2024-02-07,65683
2024-02-08,57357
2024-02-09,62593
2024-02-10,70158
2024-02-11,72256
2024-02-12,69314
2024-02-13,68363
2024-02-14,67275
2024-02-15,45825
2024-02-16,77483
2024-02-17,71021
2024-02-18,70338
2024-02-19,64741
2024-02-20,62304
2024-02-21,69191
2024-02-22,57973
2024-02-23,62880
2024-02-24,72175
2024-02-25,76577
2024-02-26,70077
2024-02-27,63421
2024-02-28,66915
2024-02-29,57338
2024-03-01,59646
2024-03-02,70422
2024-03-03,76876
2024-03-04,70570
2024-03-05,64552
2024-03-06,65887
2024-03-07,57880
2024-03-08,63831
2024-03-09,68446
2024-03-10,76213
2024-03-11,64802
2024-03-12,60110
2024-03-13,67832
2024-03-14,48444
2024-03-15,66322
2024-03-16,74351
2024-03-17,83825
2024-03-18,65051
2024-03-19,63251
2024-03-20,69072
2024-03-21,60485
2024-03-22,59236
2024-03-23,72986
2024-03-24,80532
2024-03-25,78731
2024-03-26,68563
2024-03-27,64097
2024-03-28,65992
2024-03-29,60958
2024-03-30,79907
2024-03-31,81224
2024-04-01,62439
2024-04-02,56228
2024-04-03,61087
2024-04-04,62549
2024-04-05,59621
2024-04-06,75414
2024-04-07,73801
2024-04-08,61920
2024-04-09,55756
2024-04-10,65750
2024-04-11,62366
2024-04-12,63163
2024-04-13,82139
2024-04-14,81057
2024-04-15,77511
2024-04-16,67294
2024-04-17,58690
2024-04-18,55537
2024-04-19,60517
2024-04-20,73051
2024-04-21,77366
2024-04-22,62894
2024-04-23,60371
2024-04-24,64080
2024-04-25,61492
2024-04-26,57909
2024-04-27,81212
2024-04-28,86241
2024-04-29,77673
2024-04-30,72310
2024-05-01,72510
2024-05-02,65313
2024-05-03,62624
2024-05-04,77848
2024-05-05,81927
2024-05-06,76748
2024-05-07,65146
2024-05-08,64766
2024-05-09,65508
2024-05-10,60545
2024-05-11,76945
2024-05-12,80001
2024-05-13,70815
2024-05-14,75783
2024-05-15,81930
2024-05-16,76369
2024-05-17,71510
2024-05-18,90721
2024-05-19,86721
2024-05-20,85825
2024-05-21,80744
2024-05-22,80048
2024-05-23,65416
2024-05-24,70668
2024-05-25,83866
2024-05-26,89161
2024-05-27,81831
2024-05-28,76381
2024-05-29,73811
2024-05-30,64115
2024-05-31,67873
2024-06-01,78686
2024-06-02,83740
2024-06-03,76362
2024-06-04,76291
2024-06-05,67320
2024-06-06,62161
2024-06-07,63830
2024-06-08,79398
2024-06-09,81744
2024-06-10,78064
2024-06-11,76665
2024-06-12,75068
2024-06-13,61499
2024-06-14,66782
2024-06-15,82886
2024-06-16,69870
2024-06-17,75872
2024-06-18,75125
2024-06-19,79584
2024-06-20,62756
2024-06-21,72294
2024-06-22,74467
2024-06-23,81455
2024-06-24,77878
2024-06-25,71824
2024-06-26,77332
2024-06-27,60782
2024-06-28,66256
2024-06-29,80404
2024-06-30,81005
2024-07-01,75449
2024-07-02,67398
2024-07-03,69632
2024-07-04,63826
2024-07-05,65775
2024-07-06,77995
2024-07-07,78912
2024-07-08,63619
2024-07-09,67245
2024-07-10,73353
2024-07-11,65392
2024-07-12,63493
2024-07-13,75916
2024-07-14,84797
2024-07-15,75054
2024-07-16,71409
2024-07-17,69029
2024-07-18,67223
2024-07-19,65134
2024-07-20,83538
2024-07-21,75963
2024-07-22,71939
2024-07-23,73332
2024-07-24,73023
2024-07-25,61699
2024-07-26,65980
2024-07-27,84173
2024-07-28,79327
2024-07-29,65874
2024-07-30,69937
2024-07-31,67916
2024-08-01,61465
2024-08-02,62540
2024-08-03,75140
2024-08-04,75356
2024-08-05,63095
2024-08-06,66235
2024-08-07,75109
2024-08-08,63535
2024-08-09,65131
2024-08-10,73313
2024-08-11,86604
2024-08-12,70728
2024-08-13,73246
2024-08-14,72967
2024-08-15,76695
2024-08-16,62625
2024-08-17,77807
2024-08-18,77807
2024-08-19,71595
2024-08-20,73082
2024-08-22,63202
2024-08-23,69098
2024-08-24,79521
2024-08-25,84060
2024-08-26,76910
2024-08-27,71153
2024-08-28,76772
2024-08-29,62529
2024-08-30,65080
2024-08-31,81207
2024-09-01,74498
2024-09-02,63936
2024-09-03,57817
2024-09-04,57390
2024-09-05,61142
2024-09-06,58100
2024-09-07,83960
2024-09-08,81178
2024-09-09,67030
2024-09-10,62380
2024-09-11,67668
2024-09-12,63544
2024-09-13,60694
2024-09-14,80735
2024-09-15,85626
2024-09-16,76200
2024-09-17,72072
2024-09-18,78690
2024-09-19,68835
2024-09-20,73104
2024-09-21,82406
2024-09-22,82646
2024-09-23,65604
2024-09-24,67616
2024-09-25,77939
2024-09-26,61328
2024-09-27,64158
2024-09-28,71133
2024-09-29,84066
2024-09-30,66986
2024-10-01,69300
2024-10-02,80613
2024-10-03,63376
2024-10-04,54866
2024-10-05,75552
2024-10-06,86859
2024-10-07,81481
2024-10-08,82043
2024-10-09,79753
2024-10-10,60775
2024-10-11,71443
2024-10-12,73684
2024-10-13,86900
2024-10-14,75361
2024-10-15,73891
2024-10-16,75371
2024-10-17,58637
2024-10-18,61576
2024-10-19,80741
2024-10-20,73926
2024-10-22,64359
2024-10-23,64447
2024-10-24,61004
2024-10-25,56501
2024-10-26,77844
2024-10-27,69333
2024-10-28,63729
2024-10-29,59140
2024-10-30,59140
2024-10-31,63987
2024-11-01,67785
2024-11-02,88076
2024-11-03,84489
2024-11-04,74651
2024-11-05,68146
2024-11-07,52643
2024-11-08,64983
2024-11-09,73558
2024-11-10,82558
2024-11-11,73917
2024-11-12,61446
2024-11-13,66441
2024-11-14,56711
2024-11-15,61613
2024-11-16,73179
2024-11-17,71441
2024-11-18,62085
2024-11-19,62248
2024-11-20,59231
2024-11-21,60803
2024-11-22,63731
2024-11-23,75147
2024-11-24,75737
2024-11-25,63637
2024-11-26,64525
2024-11-27,67626
2024-11-28,56952
2024-11-29,62147
2024-11-30,73169
2024-12-01,67496
2024-12-02,58607
2024-12-03,60301
2024-12-04,65265
2024-12-06,75782
2024-12-07,78569
2024-12-08,73107
2024-12-09,67124
2024-12-10,67284
2024-12-11,65887
2024-12-12,61178
2024-12-13,63722
2024-12-14,72962
2024-12-15,66160
2024-12-16,62112
2024-12-17,63598
2024-12-18,70457
2024-12-19,58165
2024-12-20,65299
2024-12-21,72411
2024-12-22,77260
2024-12-23,65656
2024-12-24,67209
2024-12-25,73301
2024-12-26,59584
2024-12-27,66715
2024-12-28,78414
2024-12-29,84950
2024-12-30,68298
2024-12-31,62495
2025-01-01,69630
2025-01-02,62085
2025-01-03,56550
2025-01-04,71990
2025-01-05,66561
2025-01-06,54180
2025-01-07,62566
2025-01-08,62903
2025-01-09,40265
2025-01-10,60094
2025-01-11,53013
2025-01-12,70966
2025-01-13,74800
2025-01-14,74800
2025-01-15,71417
2025-01-16,67115
2025-01-17,61142
2025-01-18,75931
2025-01-19,70826
2025-01-20,83806
2025-01-21,60581
2025-01-22,62223
2025-01-23,56225
2025-01-24,57655
2025-01-25,77651
2025-01-26,74742
2025-01-27,65278
2025-01-28,70610
2025-01-29,62710
2025-01-30,51349
2025-01-31,51818
2025-02-01,80871
2025-02-02,75706
2025-02-03,59784
2025-02-04,73599
2025-02-05,58600
2025-02-06,58908
2025-02-07,62971
2025-02-08,76598
2025-02-09,84536
2025-02-10,70169
2025-02-11,67192
2025-02-12,70270
2025-02-13,60203
2025-02-14,64527
2025-02-15,78873
2025-02-16,79705
2025-02-17,60784
2025-02-18,68427
2025-02-19,72745
2025-02-20,59776
2025-02-21,65327
2025-02-22,78110
2025-02-23,78892
2025-02-24,66764
2025-02-25,65127
2025-02-26,62323
2025-02-27,58627
2025-02-28,52731
2025-03-01,71785
2025-03-02,69592
2025-03-03,65683
2025-03-04,64861
2025-03-05,63285
2025-03-06,58548
2025-03-07,67127
2025-03-08,74646
2025-03-09,79478
2025-03-10,69746
2025-03-11,66393
2025-03-12,68509
2025-03-13,51148
2025-03-14,63987
2025-03-15,82580
2025-03-16,82721
2025-03-17,70824
2025-03-18,65487
2025-03-19,72388
2025-03-20,58872
2025-03-21,64170
2025-03-22,75428
2025-03-23,84198
2025-03-24,58358
2025-03-25,64252
2025-03-26,75354
2025-03-27,64279
2025-03-28,65569
2025-03-29,76005
2025-03-30,62263
2025-03-31,62263
2025-04-01,72981
2025-04-02,72721
2025-04-03,58864
2025-04-04,66327
2025-04-05,78496
2025-04-06,72960
2025-04-07,66503
2025-04-08,65201
2025-04-09,62076
2025-04-10,57462
2025-04-11,70462
2025-04-12,72923
2025-04-13,79100
2025-04-14,73078
2025-04-15,73543
2025-04-16,70372
2025-04-17,56279
2025-04-18,58519
2025-04-19,78821
2025-04-20,82746
2025-04-21,72937
2025-04-22,61828
2025-04-23,68705
2025-04-24,58227
2025-04-25,64536
2025-04-26,82811
2025-04-27,78177
2025-04-28,65904
2025-04-29,64263
2025-04-30,66616
2025-05-01,57863
2025-05-02,74344
2025-05-03,84113
2025-05-04,83380
2025-05-06,69214
2025-05-07,71001
2025-05-08,64850
2025-05-09,68213
2025-05-10,85078
2025-05-11,80423
2025-05-12,68760
2025-05-13,74477
2025-05-14,74020
2025-05-15,63208
2025-05-16,70970
2025-05-17,87347
2025-05-18,84571
2025-05-19,79003
2025-05-20,76000
2025-05-21,80964
2025-05-22,72579
2025-05-23,74374
2025-05-24,90211
2025-05-25,91538
2025-05-26,83542
2025-05-27,82597
2025-05-28,83621
2025-05-29,69019
2025-05-30,71721
2025-05-31,95080
2025-06-01,78031
2025-06-02,84418
2025-06-03,78631
2025-06-04,78288
2025-06-05,67284
2025-06-06,67284
2025-06-07,88257
2025-06-08,90802
2025-06-09,84258
2025-06-10,80894
2025-06-11,79296
2025-06-12,69609
2025-06-13,75096
2025-06-14,91720
2025-06-15,90815
2025-06-16,84681
2025-06-17,81037
2025-06-18,80440
2025-06-19,70226
2025-06-20,76181
2025-06-21,90087
2025-06-22,87254
2025-06-23,84179
2025-06-24,79466
2025-06-25,75001
2025-06-26,64879
2025-06-27,68229
2025-06-28,90051
2025-06-29,88497
2025-06-30,78730
2025-07-01,76126
2025-07-02,74510
2025-07-03,64015
2025-07-04,70011
2025-07-05,87536
2025-07-06,88938
2025-07-07,80081
2025-07-08,78320
2025-07-09,76501
2025-07-10,63473
2025-07-11,70217
2025-07-12,92221
2025-07-13,80193
2025-07-14,74149
2025-07-15,73020
2025-07-16,75104
2025-07-17,63897
2025-07-18,73093
2025-07-19,90011
2025-07-20,90011
2025-07-21,77481
2025-07-22,79467
2025-07-23,80130
2025-07-24,68838
2025-07-25,73576
2025-07-26,85740
2025-07-28,77044
2025-07-29,75183
2025-07-30,75303
2025-07-31,66149
2025-08-01,70353
2025-08-02,82367
2025-08-03,82628
2025-08-04,69928
2025-08-05,72951
2025-08-06,71144
2025-08-07,65234
2025-08-08,70480
2025-08-09,84404
2025-08-10,82628
2025-08-11,75740
2025-08-12,77596
2025-08-13,75859
2025-08-14,66530
2025-08-15,77043
2025-08-16,87759
2025-08-17,86364
2025-08-18,80502
2025-08-19,76033
2025-08-20,75688
2025-08-21,65112
2025-08-22,72067
2025-08-23,83858
2025-08-24,72119
2025-08-25,67767
2025-08-26,77837
2025-08-27,77185
2025-08-28,63843
2025-08-29,65717
2025-08-30,77295
2025-08-31,70310
2025-09-01,65384
2025-09-02,64925
2025-09-03,70472
2025-09-04,59834
2025-09-05,69531
2025-09-06,82118
2025-09-07,69850
2025-09-08,77117
2025-09-09,70828
2025-09-10,70086
2025-09-11,66312
2025-09-12,69842
2025-09-13,82149
2025-09-14,77893
2025-09-15,65066
2025-09-16,63607
2025-09-17,68213
2025-09-18,68095
2025-09-19,71249
2025-09-20,82042
2025-09-21,67408
2025-09-22,60681
2025-09-23,63837
2025-09-24,58628
2025-09-25,67388
2025-09-26,75358
2025-09-27,75006
2025-09-28,79496
2025-09-29,81626
2025-09-30,73275
2025-10-01,72247
2025-10-02,75188
2025-10-03,73581
2025-10-04,83380
2025-10-05,83412
2025-10-06,76773
2025-10-07,71634
2025-10-08,74861
2025-10-09,66883
2025-10-10,74468
2025-10-11,84571
2025-10-12,84424
2025-10-13,78569
2025-10-14,72473
2025-10-15,75919
2025-10-16,61521
2025-10-17,66675
2025-10-18,82136
2025-10-19,84017
2025-10-20,72026
2025-10-21,76343
2025-10-22,73853
2025-10-23,60896
2025-10-24,71110
2025-10-25,82010
2025-10-27,70842
2025-10-28,64065
2025-10-29,64048
2025-10-30,56078
2025-10-31,63539
2025-11-01,72860
2025-11-02,84442
2025-11-03,66322
2025-11-04,67091
2025-11-05,63239
2025-11-06,61718
2025-11-07,68075
2025-11-08,80560
2025-11-09,78217
2025-11-10,76096
2025-11-11,67367
2025-11-12,72283
2025-11-13,62129
2025-11-14,66709
2025-11-15,73852
2025-11-16,75004
2025-11-17,71208
2025-11-18,66966
2025-11-19,67121
2025-11-20,66839
2025-11-21,60098
2025-11-22,75082
2025-11-23,78974
2025-11-24,68615
2025-11-25,73677
2025-11-26,73670
2025-11-27,59548
2025-11-28,70044
2025-11-29,79791
2025-11-30,68187
2025-12-01,70345
2025-12-02,64684
2025-12-03,63887
2025-12-04,51082
2025-12-06,82007
2025-12-07,75343
2025-12-08,71142
2025-12-09,70901
2025-12-10,68165
2025-12-11,64367
2025-12-12,67202
2025-12-13,80113
2025-12-14,81348
2025-12-15,70251
2025-12-16,63738
2025-12-17,66389
2025-12-18,61582
2025-12-19,64729
2025-12-20,78466
2025-12-21,76903
2025-12-22,60764
2025-12-23,61583
2025-12-24,73524
2025-12-25,72355
2025-12-26,72487
2025-12-27,91147
2025-12-28,85823
2025-12-29,59631
2025-12-30,67053
2025-12-31,70256
2026-01-01,65225
2026-01-02,83032
2026-01-03,88662
2026-01-04,85179
2026-01-05,82650
2026-01-06,82022
2026-01-07,85752
2026-01-08,73580
2026-01-09,67678
2026-01-10,76820
2026-01-11,76447
2026-01-12,68542
2026-01-13,73014
2026-01-14,76289
2026-01-15,64064
2026-01-16,78733
2026-01-17,83576
2026-01-18,84058
2026-01-19,79098
2026-01-20,73788
2026-01-21,74056
2026-01-22,64571
2026-01-23,69726
2026-01-24,76654
2026-01-25,84014
2026-01-26,75791
2026-01-27,77049
2026-01-28,72637
2026-01-29,61315
2026-01-30,69254
2026-01-31,76935
2026-02-01,74192
2026-02-02,69262
2026-02-03,69389
2026-02-04,68586
2026-02-05,61655
2026-02-06,67085
2026-02-07,81777
2026-02-08,81894
2026-02-09,74130
2026-02-11,73652
2026-02-12,61632
